ServiceName,RpoName,SchemeType,LastWeekCount,LastMonthCount,YearTillDate,Date
"Applications Received - Gender wise","RPO Ranchi",TRANSGENDER,0,0,6,"2019-11-03 04:29:09.831353"
"Applications with Aadhaar Number","RPO Ranchi","Count of Applications",1963,9151,84474,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Ranchi","10TH PASS AND ABOVE",697,3446,33577,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Ranchi","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Ranchi","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Ranchi","GRADUATE AND ABOVE",735,2985,29353,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Ranchi",Between_18_to_35,1196,5442,50935,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Ranchi",Between_36_to_60,496,2384,21594,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Ranchi",GreaterThan60,147,717,5573,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Ranchi",LessThan18,124,608,6372,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Ranchi",Challan,25850,92000,1332100,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Ranchi","Credit/ Debit Card",1508700,7492700,70144000,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Ranchi",Online,681100,3705950,37388700,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Ranchi",FRESH,1510,7185,64671,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Ranchi",PCC,72,413,3897,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Ranchi",REISSUE,380,1549,15896,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Ranchi","No Verification",127,796,8690,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Ranchi","Post Verification",176,892,8556,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Ranchi","Pre Verification",689,5093,45293,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Ranchi","More than 21 Days",171,2436,20822,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Ranchi","Within 21 Days",811,4103,42837,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Shimla",Normal,1093,4306,47940,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Shimla",Tatkaal,9,36,696,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Shimla",FEMALE,313,1165,13567,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Shimla",MALE,789,3177,35060,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Shimla",TRANSGENDER,0,0,4,"2019-11-03 04:29:09.831353"
"Applications with Aadhaar Number","RPO Shimla","Count of Applications",1102,4342,48631,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Shimla","10TH PASS AND ABOVE",508,2133,24370,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Shimla","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Shimla","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Shimla","GRADUATE AND ABOVE",421,1574,17242,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Shimla",Between_18_to_35,690,2739,30485,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Shimla",Between_36_to_60,247,1034,12208,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Shimla",GreaterThan60,47,225,2417,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Shimla",LessThan18,118,344,3521,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Shimla",Challan,9000,54250,723250,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Shimla","Credit/ Debit Card",1022300,4070100,43098850,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Shimla",Online,405400,1586100,20020650,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Shimla",FRESH,795,3043,34929,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Shimla",PCC,50,251,2203,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Shimla",REISSUE,255,1047,11494,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Shimla","No Verification",45,183,1618,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Shimla","Post Verification",92,395,4441,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Shimla","Pre Verification",724,2692,28663,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Shimla","More than 21 Days",61,401,3899,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Shimla","Within 21 Days",775,3198,38222,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Srinagar",Normal,1290,4581,58101,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Srinagar",Tatkaal,0,0,4,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Srinagar",FEMALE,514,1887,22204,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Srinagar",MALE,776,2694,35689,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Srinagar",TRANSGENDER,0,0,0,"2019-11-03 04:29:09.831353"
"Applications with Aadhaar Number","RPO Srinagar","Count of Applications",1290,4581,57893,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Srinagar","10TH PASS AND ABOVE",361,1268,17532,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Srinagar","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Srinagar","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Srinagar","GRADUATE AND ABOVE",309,1239,10662,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Srinagar",Between_18_to_35,427,1591,22525,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Srinagar",Between_36_to_60,457,1563,21036,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Srinagar",GreaterThan60,219,789,9170,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Srinagar",LessThan18,187,638,5162,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Srinagar",Challan,109950,484500,2227700,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Srinagar","Credit/ Debit Card",753450,3603600,43186750,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Srinagar",Online,129600,906200,16260650,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Srinagar",FRESH,939,3117,47723,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Srinagar",PCC,13,47,650,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Srinagar",REISSUE,338,1417,9728,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Srinagar","No Verification",3,15,398,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Srinagar","Post Verification",32,113,967,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Srinagar","Pre Verification",1159,4008,37443,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Srinagar","More than 21 Days",685,3026,61003,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Srinagar","Within 21 Days",81,117,928,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Surat",Normal,1671,13444,149428,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Surat",Tatkaal,36,263,3297,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Surat",FEMALE,633,5407,59375,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Surat",MALE,1074,8300,93320,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Surat",TRANSGENDER,0,0,4,"2019-11-03 04:29:09.831353"
"Applications with Aadhaar Number","RPO Surat","Count of Applications",1707,13707,152699,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Surat","10TH PASS AND ABOVE",682,5537,63660,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Surat","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Surat","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Surat","GRADUATE AND ABOVE",462,2943,34909,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Surat",Between_18_to_35,816,6120,70735,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Surat",Between_36_to_60,502,4171,46429,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Surat",GreaterThan60,97,950,9817,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Surat",LessThan18,292,2466,25718,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Surat",Challan,45400,606450,10139100,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Surat","Credit/ Debit Card",1469100,10504450,123203550,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Surat",Online,483800,4147800,51573550,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Surat",FRESH,962,7950,91980,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Surat",PCC,223,968,9041,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Surat",REISSUE,522,4786,51642,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Surat","No Verification",439,2534,22591,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Surat","Post Verification",74,1191,17610,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Surat","Pre Verification",944,9649,111886,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Surat","More than 21 Days",14,46,1825,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Surat","Within 21 Days",2049,11551,116710,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Thane",Normal,0,0,0,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Thane",Tatkaal,0,0,0,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Thane",FEMALE,0,0,0,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Thane",MALE,0,0,0,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Thane",TRANSGENDER,0,0,0,"2019-11-03 04:29:09.831353"
"Applications with Aadhaar Number","RPO Thane","Count of Applications",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Thane","10TH PASS AND ABOVE",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Thane","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Thane","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Thane","GRADUATE AND ABOVE",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Thane",Between_18_to_35,0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Thane",Between_36_to_60,0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Thane",GreaterThan60,0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Thane",LessThan18,0,0,0,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Thane",Challan,0,0,0,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Thane","Credit/ Debit Card",0,0,0,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Thane",Online,0,0,0,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Thane",FRESH,0,0,0,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Thane",PCC,0,0,0,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Thane",REISSUE,0,0,0,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Thane","No Verification",0,0,0,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Thane","Post Verification",0,0,1,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Thane","Pre Verification",0,0,3,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Thane","More than 21 Days",0,1,288,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Thane","Within 21 Days",0,0,5,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Trichy",Normal,4588,12586,116878,"2016-12-25 04:03:38.838183"
"Applications Received - Scheme wise","RPO Trichy",Tatkaal,3,6,108,"2016-12-25 04:03:38.838183"
"Applications Received - Gender wise","RPO Trichy",FEMALE,1066,2982,29852,"2016-12-25 04:03:38.838183"
"Applications Received - Gender wise","RPO Trichy",MALE,3525,10343,88569,"2016-12-25 04:03:38.838183"
"Applications Received - Gender wise","RPO Trichy",TRANSGENDER,0,0,0,"2016-12-25 04:03:38.838183"
"Applications with Aadhaar Number","RPO Trichy","Count of Applications",4591,13325,118421,"2016-12-25 04:03:38.838183"
"Applications - Education Wise","RPO Trichy","10TH PASS AND ABOVE",1560,4564,38900,"2016-12-25 04:03:38.838183"
"Applications - Education Wise","RPO Trichy","5TH PASS OR LESS",680,2016,20356,"2016-12-25 04:03:38.838183"
"Applications - Education Wise","RPO Trichy","BETWEEN 6TH AND 9TH STANDARD",1125,3045,30534,"2016-12-25 04:03:38.838183"
"Applications - Education Wise","RPO Trichy","GRADUATE AND ABOVE",1226,3699,28594,"2016-12-25 04:03:38.838183"
"Applications - Age Wise Wise","RPO Trichy",Between_18_to_35,2904,8560,71745,"2016-12-25 04:03:38.838183"
"Applications - Age Wise Wise","RPO Trichy",Between_36_to_60,1115,3098,30094,"2016-12-25 04:03:38.838183"
"Applications - Age Wise Wise","RPO Trichy",GreaterThan60,156,460,4786,"2016-12-25 04:03:38.838183"
"Applications - Age Wise Wise","RPO Trichy",LessThan18,416,1207,11796,"2016-12-25 04:03:38.838183"
"Application Fee Online Payment - Mode Wise","RPO Trichy",Challan,234000,802500,8931500,"2016-12-25 04:03:38.838183"
"Application Fee Online Payment - Mode Wise","RPO Trichy","Credit/ Debit Card",2245500,7437000,64176500,"2016-12-25 04:03:38.838183"
"Application Fee Online Payment - Mode Wise","RPO Trichy",Online,3529000,11228000,95205500,"2016-12-25 04:03:38.838183"
"Applications Received - Service Wise","RPO Trichy",FRESH,2889,8071,70047,"2016-12-25 04:03:38.838183"
"Applications Received - Service Wise","RPO Trichy",PCC,175,470,5376,"2016-12-25 04:03:38.838183"
"Applications Received - Service Wise","RPO Trichy",REISSUE,1527,4051,41563,"2016-12-25 04:03:38.838183"
"Applications Granted - PV Mode wise","RPO Trichy","No Verification",1281,3544,36577,"2016-12-25 04:03:38.838183"
"Applications Granted - PV Mode wise","RPO Trichy","Post Verification",319,1011,8334,"2016-12-25 04:03:38.838183"
"Applications Granted - PV Mode wise","RPO Trichy","Pre Verification",2960,8524,71306,"2016-12-25 04:03:38.838183"
"PV Processing Time","RPO Trichy","More than 21 Days",1477,4571,48321,"2016-12-25 04:03:38.838183"
"PV Processing Time","RPO Trichy","Within 21 Days",1167,4945,27107,"2016-12-25 04:03:38.838183"
"Applications Received - Scheme wise","RPO Trivandrum",Normal,4054,19142,181543,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Trivandrum",Tatkaal,117,626,5366,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Trivandrum",FEMALE,1685,8026,77738,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Trivandrum",MALE,2486,11738,109143,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Trivandrum",TRANSGENDER,0,0,1,"2019-11-03 04:29:09.831353"
"Applications with Aadhaar Number","RPO Trivandrum","Count of Applications",4171,19764,186882,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Trivandrum","10TH PASS AND ABOVE",1961,9593,89629,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Trivandrum","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Trivandrum","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Trivandrum","GRADUATE AND ABOVE",903,4112,40153,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Trivandrum",Between_18_to_35,2051,9709,91386,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Trivandrum",Between_36_to_60,1202,5603,51749,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Trivandrum",GreaterThan60,267,1331,13040,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Trivandrum",LessThan18,651,3121,30707,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Trivandrum",Challan,54800,214550,2862200,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Trivandrum","Credit/ Debit Card",1868200,8554000,77119950,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Trivandrum",Online,3162750,15082900,149268800,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Trivandrum",FRESH,2094,10054,94941,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Trivandrum",PCC,357,1665,15197,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Trivandrum",REISSUE,1720,8044,76719,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Trivandrum","No Verification",539,2898,31276,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Trivandrum","Post Verification",1328,5992,55357,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Trivandrum","Pre Verification",2128,10112,93889,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Trivandrum","More than 21 Days",1,8,69,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Trivandrum","Within 21 Days",2447,10484,97339,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Visakhapatnam",Normal,2566,11519,130919,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Visakhapatnam",Tatkaal,37,158,1934,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Visakhapatnam",FEMALE,924,4098,47863,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Visakhapatnam",MALE,1678,7577,84974,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Visakhapatnam",TRANSGENDER,0,0,0,"2019-11-03 04:29:09.831353"
"Applications with Aadhaar Number","RPO Visakhapatnam","Count of Applications",2602,11675,132837,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Visakhapatnam","10TH PASS AND ABOVE",901,4370,55568,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Visakhapatnam","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Visakhapatnam","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Visakhapatnam","GRADUATE AND ABOVE",816,3583,37735,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Visakhapatnam",Between_18_to_35,1454,6669,79714,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Visakhapatnam",Between_36_to_60,814,3447,36661,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Visakhapatnam",GreaterThan60,121,626,6923,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Visakhapatnam",LessThan18,213,933,9539,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Visakhapatnam",Challan,14850,71550,677700,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Visakhapatnam","Credit/ Debit Card",1651550,7361200,85145700,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Visakhapatnam",Online,1705600,7615750,93226100,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Visakhapatnam",FRESH,1733,8000,95664,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Visakhapatnam",PCC,183,561,4593,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Visakhapatnam",REISSUE,686,3102,32498,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Visakhapatnam","No Verification",565,2038,20340,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Visakhapatnam","Post Verification",129,726,9360,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Visakhapatnam","Pre Verification",1785,7793,90417,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Visakhapatnam","More than 21 Days",1,15,540,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Visakhapatnam","Within 21 Days",1790,8725,100177,"2019-11-03 04:29:09.831353"
